Time,bpm,mph,pace,Cadence,stride,distance-feet
0:50:08,159,3,20:01,77,37,18643.59
0:50:09,159,2.8,21:31,77,37,18648
0:50:10,154,3,19:51,77,37,18652.75
0:50:11,154,3.1,19:06,77,37,18658.11
0:50:12,153,3.2,18:38,77,37,18662.37
0:50:13,149,2.9,20:54,77,37,18666.72
0:50:14,149,2.6,22:53,77,37,18671.86
0:50:15,148,2.5,24:26:00,77,37,18676.78
0:50:16,148,2.2,27:13:00,77,37,18681.22
0:50:17,147,2,29:22:00,77,37,18685.37
0:50:18,148,1.9,30:59:00,77,37,18689.88
0:50:19,148,1.9,30:59:00,77,37,18689.88
0:50:20,149,1.9,32:10:00,77,37,18693.94
0:50:21,149,1.9,31:28:00,77,37,18697.62
0:50:22,148,2.2,27:31:00,77,37,18702.34
0:50:23,148,2.4,25:23:00,77,37,18702.34
0:50:24,147,2.4,24:44:00,77,37,18711.54
0:50:25,147,2.5,24:19:00,77,37,18711.54
0:50:26,149,3.3,18:18,77,37,18722.58
0:50:27,150,3.8,15:43,77,37,18724.75
0:50:28,150,3.9,15:15,77,37,18735.79
0:50:29,145,3.5,17:06,77,37,18745.75
0:50:30,145,3.5,17:06,77,37,18745.75
0:50:31,145,2.5,23:58,77,37,18750.34
0:50:32,142,2.5,23:58,77,37,18750.34
0:50:33,142,2.4,24:51:00,77,37,18758.35
0:50:34,146,2.4,25:28:00,77,37,18758.35
0:50:35,146,2.4,25:28:00,77,37,18758.35
0:50:36,147,2.4,24:52:00,77,37,18768.38
0:50:37,150,2.5,24:29:00,77,37,18768.38
0:50:38,148,2.5,23:56,77,37,18778.83
0:50:39,148,2.5,23:35,77,37,18778.83
0:50:40,147,2.8,21:06,77,37,18789.87
0:50:41,150,3,19:43,77,37,18793.85
0:50:42,150,3.6,16:45,77,37,18804.89
0:50:43,149,4.1,14:33,77,37,18815.92
0:50:44,147,4.2,14:07,77,37,18820.13
0:50:45,154,4.5,13:29,77,37,18831.16
0:50:46,148,4.6,13:05,77,37,18837.13
0:50:47,148,4.7,12:50,77,37,18848.17
0:50:48,148,4.7,12:40,77,37,18857.08
0:50:49,148,4.7,12:53,77,37,18868.11
0:50:50,148,4.7,12:53,77,37,18874.98
0:50:51,148,4.6,13:02,77,37,18874.98
0:50:52,150,4.7,12:48,77,37,18886.02
0:50:53,150,4.7,12:39,77,37,18892.34
0:50:54,144,3.9,15:28,77,37,18902.52
0:50:55,144,3.3,18:11,77,37,18902.52
0:50:56,151,3.1,19:34,77,37,18912.98
0:50:57,154,2.9,20:38,77,37,18912.98
0:50:58,154,2.6,23:07,77,37,18924.01
0:50:59,153,2.4,25:09:00,77,37,18925.75
0:51:00,151,2.6,22:58,77,37,18936.79
0:51:01,155,2.8,21:43,77,37,18939.85
0:51:02,156,2.7,22:32,77,37,18950.88
0:51:03,156,2.7,22:32,77,37,18951.01
0:51:04,157,2.6,23:07,77,37,18951.01
0:51:05,157,3.1,19:18,77,37,18962.05
0:51:06,159,3.5,17:23,77,37,18967.78
0:51:07,159,4,15:06,77,37,18978.82
0:51:08,159,4.3,13:54,77,37,18989.85
0:51:09,160,4.5,13:11,77,37,19000.89
0:51:10,162,4.7,12:45,77,37,19011.92
0:51:11,162,4.7,12:50,77,37,19022.96
0:51:12,162,4.7,12:51,77,37,19033.99
0:51:13,162,4.7,12:52,77,37,19043.76
0:51:14,161,4.7,12:52,77,37,19043.76
0:51:15,161,4.4,13:41,77,37,19054.71
0:51:16,161,4.2,14:18,77,37,19054.71
0:51:17,161,4.2,14:18,77,37,19054.71
0:51:18,161,4.1,14:44,77,37,19065.41
0:51:19,162,4.1,14:44,77,37,19065.41
0:51:20,161,3.1,19:04,77,37,19072.29
0:51:21,160,2.5,23:42,77,37,19072.29
0:51:22,160,2.9,21:00,77,37,19083.33
0:51:23,159,3.1,19:30,77,37,19084.02
0:51:24,160,2.7,22:25,77,37,19093.62
0:51:25,159,2.4,24:53:00,77,37,19093.62
0:51:26,158,2.4,24:29:00,77,37,19104.64
0:51:27,157,1.8,33:48:00,77,37,19109.21
0:51:28,156,1.8,33:48:00,77,37,19109.21
0:51:29,156,1.9,31:58:00,77,37,19114.82
0:51:30,155,1.9,30:51:00,77,37,19114.82
0:51:31,155,2.5,24:24:00,77,37,19125.14
0:51:32,154,2.8,21:24,77,37,19125.14
0:51:33,154,2.8,21:24,77,37,19125.14
0:51:34,155,2.6,22:57,77,37,19133.11
0:51:35,154,2.5,24:07:00,77,37,19133.11
0:51:36,153,2.9,20:30,77,37,19144.14
0:51:37,153,3.2,18:38,77,37,19146.07
0:51:38,154,3.6,16:42,77,37,19157.11
0:51:39,154,3.8,15:37,77,37,19162.7
0:51:40,153,3.6,16:26,77,37,19173.74
0:51:41,151,3.5,17:02,77,37,19174.99
0:51:42,149,3.3,17:58,77,37,19186.03
0:51:43,146,2.8,21:42,77,37,19194.53
0:51:44,146,2.5,24:22:00,77,37,19194.53
0:51:45,143,2.5,23:56,77,37,19204.04
0:51:46,143,2.5,23:40,77,37,19204.04
0:51:47,142,2.7,22:00,77,37,19215.07
0:51:48,139,2.9,21:01,77,37,19218.81
0:51:49,139,2.9,21:01,77,37,19218.81
0:51:50,139,2.8,21:07,77,37,19229.84
0:51:51,136,2.8,21:10,77,37,19231.01
0:51:52,136,2.9,20:33,77,37,19240.84
0:51:53,136,3,20:10,77,37,19240.84
0:51:54,136,3,20:16,77,37,19251.35
0:51:55,137,3,20:20,77,37,19251.35
0:51:56,137,2.8,21:13,77,37,19260.84
0:51:57,135,2.9,20:51,77,37,19271.88
0:51:58,135,2.9,20:37,77,37,19273.73
0:51:59,131,2.9,20:41,77,37,19284.77
0:52:00,131,2.9,20:41,77,37,19286.95
0:52:01,131,2.9,20:43,77,37,19286.95
0:52:02,131,2.5,23:32,77,37,19295.41
0:52:03,131,2.3,25:56:00,77,37,19305.06
0:52:04,131,2.3,25:58:00,77,37,19305.06
0:52:05,131,2.5,24:12:00,77,37,19312.75
0:52:06,130,2.6,23:08,77,37,19312.75
0:52:07,130,2.7,22:29,77,37,19322.33
0:52:08,130,2.7,22:29,77,37,19322.33
0:52:09,130,3.2,19:01,77,37,19333.37
0:52:10,130,3.2,19:01,77,37,19333.57
0:52:11,130,3.4,17:25,77,37,19333.57
0:52:12,130,3.4,17:46,77,37,19344.61
0:52:13,130,3.3,18:00,77,37,19345.28
0:52:14,138,3.3,18:10,77,37,19356.31
0:52:15,138,3.3,18:16,77,37,19358.64
0:52:16,138,3.8,15:45,77,37,19369.67
0:52:17,138,3.9,15:12,77,37,19380.7
0:52:18,146,4,14:51,77,37,19391.74
0:52:19,146,4.3,14:05,77,37,19402.77
0:52:20,146,4.4,13:37,77,37,19413.33
0:52:21,146,4.4,13:37,77,37,19413.33
0:52:22,146,4.8,12:23,77,37,19424.36
0:52:23,100,5.1,11:40,77,37,19433.92
0:52:24,100,5.3,11:15,77,37,19444.95
0:52:25,105,5.5,10:59,77,37,19455.99
0:52:26,142,7.1,8:26,77,37,19467.02
0:52:27,153,6.8,8:47,77,37,19478.06
0:52:28,153,6.6,9:02,77,37,19489.09
0:52:29,153,6.6,9:08,77,37,19500.13
0:52:30,153,6.5,9:12,77,37,19511.16
0:52:31,153,6.5,9:12,77,37,19522.2
0:52:32,153,6.7,8:56,77,37,19533.23
0:52:33,136,6.8,8:46,77,37,19544.27
0:52:34,136,6.2,9:41,77,37,19555.3
0:52:35,136,5.8,10:26,77,37,19566.34
0:52:36,145,5.8,10:21,77,37,19577.37
0:52:37,145,5.8,10:18,77,37,19588.41
0:52:38,153,5.8,10:22,77,37,19599.44
0:52:39,153,5.7,10:27,77,37,19610.48
0:52:40,153,5.7,10:28,77,37,19621.51
0:52:41,153,5.9,10:06,77,37,19632.55
0:52:42,159,6.1,9:53,77,37,19643.58
0:52:43,159,6,9:56,77,37,19654.62
0:52:44,159,6,9:58,77,37,19665.65
0:52:45,159,6,9:58,77,37,19675.36
0:52:46,159,5.8,10:23,77,37,19686.4
0:52:47,145,5.6,10:41,77,37,19690.28
0:52:48,145,5.5,10:53,77,37,19701.32
0:52:49,145,5.4,11:01,77,37,19708.29
0:52:50,145,5.5,10:52,77,37,19719.33
0:52:51,145,5.9,10:15,77,37,19730.36
0:52:52,145,6,9:56,77,37,19741.4
0:52:53,131,6,9:58,77,37,19752.43
0:52:54,108,6,10:00,77,37,19763.47
0:52:55,108,5.7,10:32,77,37,19774.5
0:52:56,108,5.7,10:32,77,37,19785.53
0:52:57,108,5.5,10:56,77,37,19786.31
0:52:58,108,5.7,10:36,77,37,19797.34
0:52:59,108,5.8,10:24,77,37,19805.48
0:53:00,108,5.8,10:16,77,37,19816.52
0:53:01,70,5.9,10:11,77,37,19822.23
0:53:02,70,6,9:56,77,37,19833.26
0:53:03,70,6.1,9:47,77,37,19840.6
0:53:04,70,6.2,9:45,77,37,19851.64
0:53:05,81,5.9,10:06,77,37,19862.67
0:53:06,116,5.8,10:22,77,37,19873.71
0:53:07,116,5.6,10:48,77,37,19884.74
0:53:08,116,5.4,11:06,77,37,19889.51
0:53:09,116,5.4,11:06,77,37,19889.51
0:53:10,116,5.4,11:01,77,37,19900.55
0:53:11,116,5.5,10:58,77,37,19906.63
0:53:12,116,5.8,10:17,77,37,19917.67
0:53:13,84,6.1,9:53,77,37,19925.47
0:53:14,61,6.2,9:38,77,37,19936.5
0:53:15,61,6.3,9:28,77,37,19946.12
0:53:16,44,6.3,9:32,77,37,19957.15
0:53:17,44,6.1,9:50,77,37,19968.19
0:53:18,92,6,10:00,77,37,19979.22
0:53:19,92,5.9,10:11,77,37,19990.26
0:53:20,92,5.8,10:19,77,37,20001.29
0:53:21,92,6,9:59,77,37,20012.33
0:53:22,92,6.1,9:45,77,37,20022.08
0:53:23,92,6.1,9:45,77,37,20022.08
0:53:24,92,6,10:04,77,37,20033.12
0:53:25,92,5.8,10:18,77,37,20039.3
0:53:26,92,5.8,10:19,77,37,20050.34
0:53:27,162,5.8,10:21,77,37,20061.37
0:53:28,162,5.8,10:22,77,37,20071.75
0:53:29,162,5.8,10:26,77,37,20082.79
0:53:30,162,5.7,10:28,77,37,20091.54
0:53:31,162,6.2,9:37,77,37,20102.57
0:53:32,162,6.6,9:08,77,37,20111.71
0:53:33,162,6.6,9:09,77,37,20122.74
0:53:34,162,6.5,9:10,77,37,20131.59
0:53:35,162,6.5,9:10,77,37,20131.59
0:53:36,162,6.2,9:37,77,37,20142.63
0:53:37,113,6,9:57,77,37,20152.01
0:53:38,113,5.8,10:22,77,37,20163.04
0:53:39,113,5.6,10:40,77,37,20168.54
0:53:40,113,5.5,10:52,77,37,20179.58
0:53:41,113,5.4,11:01,77,37,20186.45
0:53:42,113,5.6,10:39,77,37,20197.48
0:53:43,113,5.8,10:25,77,37,20206.81
0:53:44,113,5.6,10:45,77,37,20217.85
0:53:45,113,5.6,10:41,77,37,20228.88
0:53:46,113,5.6,10:39,77,37,20239.92
0:53:47,113,5.7,10:37,77,37,20250.95
0:53:48,108,5.7,10:36,77,37,20261.99
0:53:49,108,5.7,10:32,77,37,20273.02
0:53:50,108,5.7,10:29,77,37,20281.34
0:53:51,108,5.7,10:29,77,37,20281.34
0:53:52,108,5.7,10:31,77,37,20292.38
0:53:53,108,5.7,10:33,77,37,20298.22
0:53:54,137,5.7,10:32,77,37,20309.25
0:53:55,137,5.7,10:31,77,37,20319.21
0:53:56,137,5.3,11:18,77,37,20330.25
0:53:57,121,5,11:53,77,37,20336.35
0:53:58,121,4.8,12:28,77,37,20347.38
0:53:59,121,5.2,11:30,77,37,20358.42
0:54:00,121,5.5,10:57,77,37,20369.45
0:54:01,102,5.9,10:07,77,37,20380.49
0:54:02,102,6.2,9:38,77,37,20391.52
0:54:03,102,6.4,9:20,77,37,20402.56
0:54:04,102,6.6,9:09,77,37,20413.59
0:54:05,102,6.6,9:09,77,37,20418.68
0:54:06,78,6.4,9:24,77,37,20429.72
0:54:07,78,6.3,9:34,77,37,20440.68
0:54:08,78,6.2,9:41,77,37,20451.72
0:54:09,65,6.1,9:51,77,37,20462.75
0:54:10,65,6,9:58,77,37,20469.59
0:54:11,65,5.2,11:30,77,37,20480.62
0:54:12,60,4.7,12:50,77,37,20484.66
0:54:13,60,4.1,14:42,77,37,20495.7
0:54:14,60,3.6,16:53,77,37,20506.73
0:54:15,60,3.2,18:43,77,37,20507.59
0:54:16,60,3.2,18:43,77,37,20507.59
0:54:17,89,3.2,18:43,77,37,20507.59
0:54:18,89,3.2,18:43,77,37,20507.59
0:54:19,161,3.2,18:43,77,37,20507.59
0:54:20,170,3.2,18:43,77,37,20507.59
0:54:21,174,2.4,24:29:00,77,37,20509.83
0:54:22,176,2.4,24:29:00,77,37,20509.83
0:54:23,176,2.4,24:29:00,77,37,20509.83
0:54:24,176,2.4,24:29:00,77,37,20509.83
0:54:25,176,2.4,24:29:00,77,37,20509.83
