Timestamp,accelX,accelY,accelZ,gyroX(rad/s),gyroY(rad/s),gyroZ(rad/s),Roll(rads),Pitch(rads),Yaw(rads),Lat,Long,Speed(mph),TrueHeading,Alt(feet),ActivityType,ActivityConfidence,Pressure(kilopascals),RelativeAltitude(meters),magX(µT),magY(µT),magZ(µT),calMagX,calMagY,calMagZ
01-Nov-2017 17:35:17.779,-0.0531,-0.2989,0.3552,1.3496,-0.3195,1.6526,-0.0652,0.129,2.9894,40.115359,-88.227037,5.0779,167.1557,755.888672,Running,High,98.5015,4.048,-2.6637,11.79,-523.1221,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:18.781,-0.1411,2.8059,0.0269,0.8996,0.2861,0.551,-0.0652,0.129,2.9894,40.115356,-88.227015,4.8765,172.0315,756.224304,Walking,High,98.5022,3.9873,-3.5709,15.1531,-525.3276,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:19.783,-0.0794,0.1363,-0.4594,-1.8204,0.4452,-1.2202,-0.0652,0.129,2.9894,40.115356,-88.226992,4.7199,166.8345,755.680603,Walking,High,98.5022,3.9873,10.357,14.9721,-534.1952,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:20.784,-0.1232,-0.069,0.4426,-0.5898,0.9131,-1.8718,-0.0652,0.129,2.9894,40.115359,-88.226964,5.9055,167.3305,755.822571,Running,High,98.5026,3.9529,-9.3256,10.1591,-518.2226,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:21.786,-0.5782,0.0711,0.1729,0.5077,-1.1438,-1.7747,-0.0652,0.129,2.9894,40.115364,-88.226942,4.7199,174.8243,755.698425,Running,High,98.5018,4.0216,-7.911,14.5926,-521.4808,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:22.788,-0.2092,0.1623,-0.4113,-0.2096,0.0449,1.1149,-0.0652,0.129,2.9894,40.11537,-88.226913,5.9055,153.7159,755.062683,Running,High,98.5025,3.9608,18.8326,14.6779,-534.0286,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:23.790,-0.0318,0.3201,0.3448,-0.4603,0.3486,-2.5216,-0.0652,0.129,2.9894,40.115373,-88.226875,5.995,140.6833,754.128479,Running,High,98.5009,4.0956,-2.2135,15.3205,-522.3345,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:24.792,0.4751,0.3235,-0.2172,-0.8361,-0.5364,0.53,-0.0652,0.129,2.9894,40.11538,-88.226845,5.0107,157.2695,751.697937,Running,High,98.5013,4.0586,-5.3023,18.8089,-527.1492,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:25.793,-0.3001,0.8159,0.41,1.0059,-0.6756,2.1567,-0.0652,0.129,2.9894,40.115389,-88.22681,7.2701,176.1938,751.672058,Running,High,98.4999,4.1801,11.6221,19.3295,-537.3033,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:26.795,-0.2068,1.061,0.4995,-2.2999,1.2004,-1.3092,-0.0652,0.129,2.9894,40.115397,-88.226779,5.0107,177.1723,751.480835,Running,High,98.4991,4.2515,-11.5681,10.5174,-515.1289,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:27.797,0.4085,0.3338,-0.4341,0.4779,0.7625,-0.334,-0.0652,0.129,2.9894,40.1154,-88.226755,4.8989,177.4361,749.846008,Running,High,98.4999,4.1854,-10.008,14.1994,-520.3467,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:28.799,-0.319,0.903,0.547,1.8835,-2.0075,2.6234,-0.0652,0.129,2.9894,40.115401,-88.226727,4.8989,172.6066,749.175415,Running,High,98.4991,4.2515,14.1002,18.5296,-536.2036,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:29.800,-0.0885,1.4472,0.4138,-2.2943,1.8326,-1.3417,-0.0652,0.129,2.9894,40.115398,-88.226697,4.5634,170.2937,748.240479,Running,High,98.4987,4.2858,-7.5198,10.8549,-515.7513,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:30.802,1.0746,3.3141,0.9252,-1.1719,-0.0734,0.7205,-0.0652,0.129,2.9894,40.115394,-88.226671,4.7423,170.8116,748.303345,Running,High,98.4987,4.2858,-4.229,13.5815,-518.8914,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:31.805,-0.3714,1.3559,0.0586,3.5578,0.4709,2.062,-0.0652,0.129,2.9894,40.115392,-88.226639,4.7423,167.3237,747.323547,Running,High,98.5001,4.159,10.0498,20.3665,-536.0062,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:32.805,0.0944,1.4756,0.1375,-2.208,-2.3528,-2.6647,-0.0652,0.129,2.9894,40.115391,-88.22661,4.7423,158.4083,748.382019,Running,High,98.5012,4.0718,3.5621,15.4507,-522.0705,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:33.808,-0.0797,0.473,0.1865,0.9661,-0.0959,1.9123,-0.0652,0.129,2.9894,40.115391,-88.226581,5.5029,160.4377,748.578857,Running,High,98.5013,4.0639,-1.3131,16.0795,-522.0316,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:34.811,-0.484,3.0577,0.5609,1.0852,0.8262,0.8671,-0.0652,0.129,2.9894,40.115391,-88.226551,5.2344,167.3339,748.838196,Running,High,98.5013,4.0639,2.3424,19.5535,-529.1404,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:35.811,-0.2341,0.8865,-0.2946,-1.1719,0.2351,-0.3351,-0.0652,0.129,2.9894,40.115392,-88.22652,5.5476,161.5133,748.98999,Running,High,98.5016,4.0322,12.232,18.441,-533.4924,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:36.812,-0.0734,0.1187,0.3156,-1.0768,1.3139,-2.2904,-0.0652,0.129,2.9894,40.115394,-88.226485,5.5476,163.0645,748.837219,Walking,High,98.5038,3.8499,-8.057,14.5186,-519.9057,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:37.814,-0.2918,-0.3533,-0.4216,2.3737,3.0812,-1.1494,-0.0652,0.129,2.9894,40.115395,-88.226455,5.5476,170.1344,748.661987,Walking,High,98.5022,3.982,-8.3639,16.012,-522.3615,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:38.816,-0.2916,0.7718,0.3547,1.9336,-1.5,2.7832,-0.0652,0.129,2.9894,40.115396,-88.226424,6.4424,164.1414,748.959351,Walking,High,98.5038,3.8499,15.3732,18.3155,-537.0394,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:39.818,-0.2318,1.0332,0.0405,-3.3623,0.1259,-2.6409,-0.0652,0.129,2.9894,40.115394,-88.226392,5.4134,160.8571,747.676575,Walking,High,98.5052,3.7309,-0.4076,14.2159,-520.1839,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:40.819,-0.415,0.8046,-0.4928,1.2693,0.2897,2.2913,-0.0652,0.129,2.9894,40.115392,-88.226366,5.4134,163.1948,746.290466,Walking,High,98.5065,3.6226,-1.8385,16.2243,-522.1765,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:41.821,-0.2207,0.7604,-0.2288,1.355,-0.7163,1.3049,-0.0652,0.129,2.9894,40.115389,-88.22634,5.3015,166.2583,747.503174,Walking,High,98.5065,3.6226,5.2583,20.401,-532.5996,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:42.823,0.275,2.0681,0.1343,-2.0835,0.7368,-1.4007,-0.0652,0.129,2.9894,40.115388,-88.226313,5.3015,154.169,745.803467,Walking,High,98.5071,3.5698,7.3023,16.5307,-525.7574,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:43.824,-0.4382,0.0471,0.3985,0.1753,-0.3748,-1.1759,-0.0652,0.129,2.9894,40.115389,-88.226286,5.3015,161.4743,744.463379,Walking,High,98.5054,3.7151,-4.3152,16.7249,-522.7546,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:44.827,-0.3176,2.7114,0.7471,1.1527,0.6748,0.2348,-0.0652,0.129,2.9894,40.115389,-88.226262,4.8542,165.6839,744.877136,Walking,High,98.5067,3.6041,-0.5069,20.0521,-528.7411,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:45.828,-0.2514,1.262,0.228,-0.9046,0.2734,0.1919,-0.0652,0.129,2.9894,40.115387,-88.226233,6.2187,155.8127,744.767395,Walking,High,98.5058,3.6781,10.5148,17.9792,-530.4866,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:46.830,-0.425,-0.0651,0.2065,-0.517,1.3741,-2.1718,-0.0652,0.129,2.9894,40.115383,-88.226205,4.8542,160.4402,746.164124,Walking,High,98.5058,3.6781,-4.3127,16.2012,-521.8607,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:47.832,-0.1224,0.4489,-0.111,-2.5417,-1.305,-2.5667,-0.0652,0.129,2.9894,40.115379,-88.226181,4.8094,163.2894,747.382996,Walking,High,98.5058,3.6781,-1.6283,19.5934,-527.3891,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:48.833,-0.1874,0.4838,-0.1311,1.8247,-0.4606,2.7024,-0.0652,0.129,2.9894,40.115377,-88.226151,4.8094,164.6807,747.161743,Walking,High,98.5065,3.6173,14.9196,19.2843,-538.3003,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:49.839,-0.2369,1.0211,0.3873,-2.7472,1.8724,-1.5005,-0.0652,0.129,2.9894,40.115376,-88.226127,3.3778,160.7006,747.156311,Walking,High,98.5075,3.5354,-5.8031,13.267,-518.5847,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:50.838,0.8079,3.1697,0.3847,0.5509,1.2104,1.9652,-0.0652,0.129,2.9894,40.115375,-88.226111,3.3778,165.6994,747.292114,Walking,High,98.507,3.5724,-5.2159,17.016,-522.9704,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:51.839,-0.2731,1.4459,0.4438,2.3544,0.2169,2.2257,-0.0652,0.129,2.9894,40.115373,-88.226089,3.3778,166.0222,747.900635,Walking,High,98.5076,3.5248,10.8661,21.2693,-539.3011,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:52.842,0.4732,2.0877,-0.0349,-2.7647,-0.2054,-1.5966,-0.0652,0.129,2.9894,40.115373,-88.226062,4.4068,164.2035,748.044617,Walking,High,98.5091,3.3954,5.8029,17.7172,-525.284,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:53.842,-0.1374,-0.1102,0.4665,0.4962,-0.6776,-1.19,-0.0652,0.129,2.9894,40.115372,-88.226032,5.2792,157.6395,747.676758,Walking,High,98.5104,3.287,-4.0175,17.1765,-523.5764,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:54.844,-0.5229,2.9475,0.7858,1.3134,-0.1758,-1.2188,-0.0652,0.129,2.9894,40.115371,-88.226003,4.8318,159.1047,747.383179,Walking,High,98.5114,3.1998,2.1905,19.626,-529.8885,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:55.845,0.1265,0.199,-0.3215,0.2905,-0.2255,1.8519,-0.0652,0.129,2.9894,40.115369,-88.225968,7.1806,154.674,747.518372,Walking,High,98.5119,3.1629,12.0038,18.962,-534.6849,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:56.847,-0.043,0.3489,0.6094,-1.7635,1.5232,-1.3652,-0.0652,0.129,2.9894,40.115368,-88.225932,5.7266,154.7492,747.490723,Walking,High,98.5132,3.0519,-7.7659,16.3165,-523.1119,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:57.851,0.2432,0.0225,-0.4492,-0.5784,-0.1912,0.3578,-0.0652,0.129,2.9894,40.115368,-88.225908,5.7266,157.9083,748.11969,Walking,High,98.5141,2.97,-4.694,16.644,-524.2531,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:58.851,-0.1879,0.8452,0.249,2.702,1.3019,1.8302,-0.0652,0.129,2.9894,40.11537,-88.225881,5.7266,167.8919,747.775085,Walking,High,98.5132,3.0519,11.3128,20.3712,-540.8143,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:35:59.852,-0.6104,1.043,0.0686,-1.8565,-1.2295,-2.9406,-0.0652,0.129,2.9894,40.115374,-88.225851,4.966,209.1949,748.020813,Walking,High,98.5141,2.97,-19.5303,5.3329,-521.0617,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:00.854,-0.1465,0.7928,-0.044,1.6536,1.739,1.5855,-0.0652,0.129,2.9894,40.115376,-88.225828,4.966,220.0342,747.699768,Walking,High,98.5149,2.9065,-19.6786,3.3069,-520.7841,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:01.856,-0.2235,0.5855,0.3314,2.4993,-2.1589,1.9141,-0.0652,0.129,2.9894,40.115372,-88.225807,4.6752,204.1866,747.804321,Walking,High,98.5156,2.8484,-8.6968,20.6405,-534.6061,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:02.858,-0.3571,0.8578,0.5695,-3.0147,-0.2406,-2.6687,-0.0652,0.129,2.9894,40.115361,-88.225786,4.6752,243.5114,748.509399,Walking,High,98.5156,2.8484,-37.0869,4.0367,-523.9625,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:03.859,0.2894,0.0551,-0.4525,1.7042,2.1835,1.79,-0.0652,0.129,2.9894,40.115346,-88.225771,4.6752,259.0469,747.997375,Walking,High,98.516,2.8114,-36.0609,11.0842,-532.1381,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:04.861,-0.5447,0.7996,0.4978,2.1729,2.1827,2.8314,-0.0652,0.129,2.9894,40.115326,-88.225761,5.6371,254.4792,746.413208,Walking,High,98.5168,2.7427,-11.4221,22.1749,-544.3958,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:05.863,-0.446,1.2869,0.5246,-2.355,-2.2176,-2.84,-0.0652,0.129,2.9894,40.115303,-88.225755,5.6371,255.2395,746.489929,Walking,High,98.518,2.6397,-29.8766,8.8379,-518.8542,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:06.865,0.5218,4.6188,1.5083,1.1111,-0.1604,1.9939,-0.0652,0.129,2.9894,40.115282,-88.225758,5.0555,255.7351,746.660522,Walking,High,98.5184,2.6027,-34.1087,20.3318,-529.4195,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:07.866,-0.425,1.5373,0.6542,1.4613,-1.34,1.3366,-0.0652,0.129,2.9894,40.115261,-88.225762,5.0555,249.421,745.222351,Walking,High,98.5184,2.6027,-21.0953,29.8864,-542.1442,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:08.869,0.4263,2.0501,0.3584,-1.5488,0.3238,-0.7853,-0.0652,0.129,2.9894,40.115238,-88.225766,5.1002,240.9622,744.935791,Walking,High,98.5184,2.6027,-21.8604,18.1365,-520.5244,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:09.870,-0.2473,0.4672,-0.3412,0.1966,0.9024,-1.8105,-0.0652,0.129,2.9894,40.115212,-88.22577,6.2858,255.7953,744.186279,Walking,High,98.5196,2.5076,-35.746,10.8711,-526.2177,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:10.873,-0.1022,0.6309,0.2786,0.8161,0.0967,-0.1013,-0.0652,0.129,2.9894,40.115188,-88.225774,6.2858,253.899,744.385315,Walking,High,98.5186,2.5895,-23.1162,21.317,-542.2296,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:11.875,0.3895,1.8716,0.2191,-0.5328,0.1094,0.6269,-0.0652,0.129,2.9894,40.115164,-88.225778,6.2858,237.7359,744.906982,Walking,High,98.5196,2.5076,-25.7668,11.9437,-524.3202,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:12.875,-0.5698,0.4827,0.0239,-0.819,1.0879,-2.2026,-0.0652,0.129,2.9894,40.115136,-88.225782,6.3305,249.3602,745.626465,Walking,High,98.518,2.6423,-31.8531,11.1289,-529.015,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:13.881,0.1657,1.3812,0.4134,2.1727,-0.8233,-1.8006,-0.0652,0.129,2.9894,40.11511,-88.225786,6.3305,249.2605,745.727539,Walking,High,98.518,2.6423,-19.7451,21.9469,-543.6694,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:14.879,-0.0385,1.7509,0.3332,-1.3227,0.3401,-0.7197,-0.0652,0.129,2.9894,40.115081,-88.225791,7.5832,239.8805,746.335693,Walking,High,98.5179,2.6502,-27.4126,9.98,-523.0571,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:15.881,-0.3685,0.6721,0.0511,0.0737,0.0245,-1.5815,-0.0652,0.129,2.9894,40.11505,-88.225796,7.5832,244.0002,747.252869,Walking,High,98.5179,2.6502,-33.4229,9.2415,-527.3015,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:16.882,-0.2237,1.249,0.5398,2.2704,-0.1513,-0.9154,-0.0652,0.129,2.9894,40.115025,-88.225802,7.2924,244.7695,746.849365,Walking,High,98.5199,2.4785,-17.7185,22.7174,-542.8486,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:17.884,0.0018,2.3164,0.0637,-0.1362,0.3478,0.9404,-0.0652,0.129,2.9894,40.115001,-88.225809,6.5095,237.7115,749.182007,Walking,High,98.5203,2.4415,-26.9762,12.6017,-527.9798,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:18.886,-0.1063,0.3277,-0.0655,-1.6075,0.8927,-2.002,-0.0652,0.129,2.9894,40.114976,-88.225814,5.7266,250.6103,751.02832,Walking,High,98.5203,2.4415,-33.501,8.3386,-528.7364,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:19.887,-0.7434,1.4844,0.5089,1.6251,1.616,0.8646,-0.0652,0.129,2.9894,40.114951,-88.225818,6.0621,252.7294,753.852966,Walking,High,98.517,2.7216,-25.1363,17.3246,-541.0625,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:20.889,-0.4106,1.6055,0.0776,0.2195,0.1153,1.7293,-0.0652,0.129,2.9894,40.114921,-88.225824,7.7846,247.3328,755.880249,Walking,High,98.5167,2.748,-27.0598,12.8209,-531.3517,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:21.890,-0.3919,-0.3077,-0.2322,-2.0605,1.9508,-1.5575,-0.0652,0.129,2.9894,40.114892,-88.225828,6.1516,260.3162,760.014954,Walking,High,98.5146,2.9277,-35.4667,11.5365,-534.3868,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:22.892,-0.1565,1.5979,-0.0934,-0.0095,-0.3984,-0.2636,-0.0652,0.129,2.9894,40.114867,-88.22583,6.1516,262.8228,760.005371,Walking,High,98.5143,2.9594,-39.2187,4.2225,-536.6216,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:23.894,-0.2077,1.3021,0.1553,2.8152,-1.1691,2.457,-0.0652,0.129,2.9894,40.114842,-88.22583,5.995,256.9901,763.143188,Walking,High,98.5146,2.9277,-25.1283,11.8528,-538.9504,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:24.896,-0.2503,-0.1236,0.2859,-3.607,-0.52,-2.3081,-0.0652,0.129,2.9894,40.114819,-88.225828,5.995,258.5471,765.250427,Walking,High,98.5185,2.5948,-38.2972,-4.0083,-529.6722,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:25.898,-0.5786,0.0184,-0.2776,0.7747,0.7251,1.7916,-0.0652,0.129,2.9894,40.114797,-88.22583,5.145,260.3994,767.284485,Walking,High,98.5194,2.5234,-30.8884,4.3048,-534.4997,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:26.899,-0.019,0.5307,-0.3988,2.3179,-0.4615,1.912,-0.0652,0.129,2.9894,40.114773,-88.225833,5.145,252.6525,767.081665,Walking,High,98.5194,2.5234,-10.7363,17.6865,-541.0019,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:27.901,-0.1258,-0.0224,0.4482,-2.8538,-1.7157,-2.9918,-0.0652,0.129,2.9894,40.114755,-88.225833,5.0331,250.4453,767.514404,Walking,High,98.5186,2.5868,-31.4676,-1.2399,-527.2847,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:28.902,-0.5287,-0.5216,-0.0468,1.2968,1.3665,2.0244,-0.0652,0.129,2.9894,40.114744,-88.225828,3.937,256.609,765.268616,Walking,High,98.5166,2.7559,-30.3651,6.3344,-534.7798,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:29.904,-0.2039,0.666,0.1299,3.1131,-0.3567,2.9927,-0.0652,0.129,2.9894,40.114733,-88.225819,3.937,250.0634,765.087219,Walking,High,98.5166,2.7559,-15.539,17.4892,-542.098,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:30.906,-0.1874,0.6477,0.4941,-2.5942,-1.5009,-1.9297,-0.0652,0.129,2.9894,40.114716,-88.225809,3.937,249.5161,766.516541,Walking,High,98.5165,2.7665,-31.1599,-1.9826,-524.3703,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:31.907,0.5648,0.6315,-0.3362,1.4743,-0.25,0.8636,-0.0652,0.129,2.9894,40.114695,-88.225802,5.9055,254.4558,765.950684,Walking,High,98.5165,2.7665,-31.18,6.0326,-530.803,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:32.910,-0.6327,0.7675,0.5586,0.8339,0.659,0.9577,-0.0652,0.129,2.9894,40.114673,-88.225797,6.2634,252.8946,766.226624,Walking,High,98.5157,2.8352,-10.0011,22.411,-545.9774,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:33.911,-0.3865,1.3,0.4358,-2.0917,0.368,-1.9449,-0.0652,0.129,2.9894,40.11465,-88.225795,6.1516,248.1111,765.947876,Walking,High,98.5174,2.6872,-26.2066,6.9942,-521.2242,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:34.913,0.2226,2.8025,0.3013,0.8464,-0.1038,-0.5721,-0.0652,0.129,2.9894,40.11463,-88.225792,6.1516,247.5079,766.319946,Walking,High,98.5165,2.7691,-29.1851,17.632,-510.5076,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:35.914,-0.5043,0.624,0.5325,1.4475,2.2803,0.3937,-0.0652,0.129,2.9894,40.114608,-88.225788,6.1516,246.5972,765.938049,Walking,High,98.518,2.6397,-32.367,-15.2772,-529.8403,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:36.916,-0.6235,1.1821,0.3651,-1.3024,0.2613,-0.9832,-0.0652,0.129,2.9894,40.114582,-88.225785,6.4648,250.6839,765.940247,Walking,High,98.518,2.6397,-24.8855,6.0141,-533.019,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:37.918,0.6009,2.2043,0.2057,0.485,-0.4306,-0.2804,-0.0652,0.129,2.9894,40.114555,-88.225783,6.6661,251.3228,765.41803,Walking,High,98.519,2.5578,-32.8996,6.9948,-528.4557,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:38.920,-0.4139,0.372,0.4733,1.3436,3.3521,-0.1863,-0.0652,0.129,2.9894,40.114529,-88.225785,5.9503,244.3612,764.941406,Walking,High,98.5194,2.5181,-14.7157,23.4978,-541.5842,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:39.923,-0.3747,-0.1715,0.0005,-1.2925,0.6668,-0.6716,-0.0652,0.129,2.9894,40.114501,-88.225786,7.2477,254.5794,765.344727,Walking,High,98.52,2.4706,-40.0277,3.024,-530.48,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:40.924,-0.5979,2.6252,-0.2669,0.8672,1.356,1.3514,-0.0652,0.129,2.9894,40.11447,-88.225786,7.2477,252.9079,766.40741,Walking,High,98.52,2.4706,-34.1313,10.9403,-540.3275,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:41.925,-0.1147,1.3074,0.0806,2.9591,-0.6957,3.7466,-0.0652,0.129,2.9894,40.114438,-88.225784,7.2924,245.744,767.229858,Walking,High,98.52,2.4706,-24.4527,14.9355,-538.0944,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:42.926,-0.1971,-0.3996,-0.1281,-2.998,-0.8937,-2.9753,-0.0652,0.129,2.9894,40.114411,-88.225783,7.2924,251.2683,767.264709,Walking,High,98.5194,2.5208,-35.0771,3.8967,-530.0522,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:43.929,-0.1146,2.3626,-0.0973,2.0893,-1.0628,2.6719,-0.0652,0.129,2.9894,40.114391,-88.225783,4.4962,257.0106,768.795349,Walking,High,98.5194,2.5208,-31.4936,7.3719,-535.9606,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:44.931,0.4698,2.3724,0.1514,-2.4223,2.8962,-1.9583,-0.0652,0.129,2.9894,40.114369,-88.225785,5.6595,241.8124,766.319519,Walking,High,98.5194,2.5208,-24.4148,8.0566,-524.2987,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:45.932,0.0997,-0.1314,0.0464,0.1132,0.1624,0.8447,-0.0652,0.129,2.9894,40.114345,-88.225787,5.6595,250.2954,765.583435,Walking,High,98.5188,2.571,-34.5509,5.0277,-529.3676,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:46.933,-0.6224,1.5166,0.1009,3.1192,-0.5237,2.3255,-0.0652,0.129,2.9894,40.114324,-88.225789,5.6595,252.4815,765.796265,Walking,High,98.5188,2.571,-27.7579,14.1508,-540.3319,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:47.935,-0.2344,1.2651,0.0448,-2.3349,-2.2738,-2.5593,-0.0652,0.129,2.9894,40.114298,-88.22579,5.6595,240.3098,765.755798,Walking,High,98.5183,2.6133,-20.9138,14.4523,-532.6479,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:48.972,-0.1613,-0.2077,0.0645,1.1921,0.8113,1.7145,-0.0652,0.129,2.9894,40.114275,-88.225791,4.5186,244.7117,765.976074,Walking,High,98.5185,2.6,-32.2188,3.7787,-526.7722,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:49.944,0.0244,0.7425,0.0538,2.0303,-1.8059,2.202,-0.0652,0.129,2.9894,40.114256,-88.225791,4.5634,250.7822,765.97052,Walking,High,98.5183,2.6133,-31.1213,14.726,-535.5784,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:50.940,-0.0779,0.5024,-0.4007,-2.7041,-0.2188,-1.9342,-0.0652,0.129,2.9894,40.114235,-88.225792,4.5634,252.1381,766.09021,Walking,High,98.5185,2.6,-10.8895,25.1854,-540.7646,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:51.942,-0.104,0.955,0.4677,0.7264,-0.712,-0.5974,-0.0652,0.129,2.9894,40.114212,-88.225793,5.1673,251.3967,765.773621,Walking,High,98.5174,2.6872,-38.8071,9.4249,-520.9644,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:52.943,0.3424,0.969,0.1515,1.4942,-0.1631,-0.6747,-0.0652,0.129,2.9894,40.114191,-88.225793,5.4581,253.4806,766.304504,Walking,High,98.52,2.4732,-36.8758,10.7824,-528.1613,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:53.945,-0.0659,0.8395,-0.0868,0.9847,0.4218,2.124,-0.0652,0.129,2.9894,40.114171,-88.225794,4.0489,248.4722,766.187134,Walking,High,98.5179,2.645,-15.1002,24.5388,-545.1697,-18.7898,-12.4321,-30.2734
01-Nov-2017 17:36:54.947,0.2327,1.7093,0.2525,-2.3447,0.776,-1.6394,-0.0652,0.129,2.9894,40.114149,-88.225799,6.4648,244.0494,766.123901,Walking,High,98.5179,2.645,-28.3214,13.4921,-525.8608,-18.7898,-12.4321,-30.2734
